cadence,cutoff,method,state,removed_row_index,removed_date,original_accepted,remaining_n,removed_brier_difference,removed_correct_difference,brier_difference,correct_difference,metric_accepted,full_accepted,full_reason,metric_flipped,full_flipped,mechanical_support_failure
monthly,2023-05-31,learned_order_offset,nonnegative_low,2952,2023-03-24,False,7,0.019553905596778498,0,0.001850941898563514,-1,False,False,brier_not_better,False,False,False
monthly,2023-05-31,learned_order_offset,nonnegative_low,2957,2023-03-31,False,7,0.018089823200284516,-1,0.002060096526634083,0,False,False,brier_not_better,False,False,False
monthly,2023-05-31,learned_order_offset,nonnegative_low,2961,2023-04-07,False,7,-0.020355715475303404,0,0.007552316337432357,-1,False,False,brier_not_better,False,False,False
monthly,2023-05-31,learned_order_offset,nonnegative_low,2966,2023-04-14,False,7,-0.013577542184089436,0,0.0065840058672589335,-1,False,False,brier_not_better,False,False,False
monthly,2023-06-30,learned_market,nonnegative_low,2947,2023-03-17,False,4,0.018865503765850777,0,0.0004799639411840542,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_market,nonnegative_low,2952,2023-03-24,False,4,0.016986342386831388,0,0.0009497542859389016,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_market,nonnegative_low,2957,2023-03-31,False,4,0.015050257813580797,0,0.0014337754292515492,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_market,nonnegative_low,2961,2023-04-07,False,4,-0.01796587226328844,0,0.009687807948468859,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_market,nonnegative_low,2966,2023-04-14,False,4,-0.012150872172387528,0,0.00823405792574363,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_vol_interaction,nonnegative_low,2947,2023-03-17,False,4,0.018366225337185405,0,0.0005253583665894707,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_vol_interaction,nonnegative_low,2952,2023-03-24,False,4,0.016438249220798007,0,0.00100735239568632,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_vol_interaction,nonnegative_low,2957,2023-03-31,False,4,0.014518653622920596,0,0.0014872512951556727,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_vol_interaction,nonnegative_low,2961,2023-04-07,False,4,-0.017628340761473016,0,0.009523999891254076,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_vol_interaction,nonnegative_low,2966,2023-04-14,False,4,-0.011227128615887705,0,0.007923696854857748,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_order_extension,nonnegative_low,2947,2023-03-17,False,4,0.017825473450392038,0,0.000717539317771819,-1,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_order_extension,nonnegative_low,2952,2023-03-24,False,4,0.016229044198123155,0,0.0011166466308390396,-1,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_order_extension,nonnegative_low,2957,2023-03-31,False,4,0.014976447621561556,-1,0.0014297957749794393,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_order_extension,nonnegative_low,2961,2023-04-07,False,4,-0.017015751968831372,0,0.009427845672577671,-1,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_order_extension,nonnegative_low,2966,2023-04-14,False,4,-0.011319582579766063,0,0.008003803325311344,-1,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_order_offset,nonnegative_low,2947,2023-03-17,False,4,0.017787490326632682,0,0.0007211679853023761,-1,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_order_offset,nonnegative_low,2952,2023-03-24,False,4,0.01621515067847229,0,0.0011142528973424742,-1,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_order_offset,nonnegative_low,2957,2023-03-31,False,4,0.014998969987087829,-1,0.0014182980701885894,0,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_order_offset,nonnegative_low,2961,2023-04-07,False,4,-0.01698885732131511,0,0.009415254897289324,-1,False,False,insufficient_validation,False,False,True
monthly,2023-06-30,learned_order_offset,nonnegative_low,2966,2023-04-14,False,4,-0.011340591403035505,0,0.008003188417719423,-1,False,False,insufficient_validation,False,False,True
monthly,2023-09-30,learned_market,negative_low,3016,2023-06-30,True,8,-0.02703003965987466,1,-0.006332259947304613,0,True,True,accepted,False,False,False
monthly,2023-09-30,learned_market,negative_low,3021,2023-07-07,True,8,0.030147788825515942,0,-0.013479488507978438,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_market,negative_low,3026,2023-07-14,True,8,-0.029407302667212476,0,-0.006035102071387386,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_market,negative_low,3031,2023-07-21,True,8,0.0284245732919981,0,-0.013264086566288708,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_market,negative_low,3036,2023-07-28,True,8,-0.024830096816086694,0,-0.006607252802778109,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_market,negative_low,3046,2023-08-11,True,8,-0.02434505223261635,0,-0.006667883375711902,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_market,negative_low,3056,2023-08-25,True,8,-0.019340180084123415,0,-0.007293492394273519,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_market,negative_low,3066,2023-09-08,True,8,-0.030710870462836437,0,-0.005872156096934391,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_market,negative_low,3071,2023-09-15,True,8,0.019403060566924424,0,-0.012136397475654499,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_vol_interaction,negative_low,3016,2023-06-30,True,8,-0.027836302133954022,1,-0.006470751610733731,0,True,True,accepted,False,False,False
monthly,2023-09-30,learned_vol_interaction,negative_low,3021,2023-07-07,True,8,0.030279561144702927,0,-0.01373523452056585,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_vol_interaction,negative_low,3026,2023-07-14,True,8,-0.03035593221411742,0,-0.006155797850713306,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_vol_interaction,negative_low,3031,2023-07-21,True,8,0.02799566413225052,0,-0.013449747394009299,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_vol_interaction,negative_low,3036,2023-07-28,True,8,-0.025294181637190938,0,-0.006788516672829117,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_vol_interaction,negative_low,3046,2023-08-11,True,8,-0.02427308808267914,0,-0.0069161533671430915,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_vol_interaction,negative_low,3056,2023-08-25,True,8,-0.019142865104481405,0,-0.007557431239417808,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_vol_interaction,negative_low,3066,2023-09-08,True,8,-0.03120354775471479,0,-0.006049845908138635,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_vol_interaction,negative_low,3071,2023-09-15,True,8,0.020228376630360395,0,-0.012478836456273033,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_extension,negative_low,3016,2023-06-30,True,8,-0.027687253824228153,1,-0.006266843202029852,0,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_extension,negative_low,3021,2023-07-07,True,8,0.0302925209345567,0,-0.013514315046877959,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_extension,negative_low,3026,2023-07-14,True,8,-0.029173096587577663,0,-0.006081112856611164,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_extension,negative_low,3031,2023-07-21,True,8,0.03019523561362919,0,-0.01350215438176202,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_extension,negative_low,3036,2023-07-28,True,8,-0.024893486865545933,0,-0.00661606407186513,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_extension,negative_low,3046,2023-08-11,True,8,-0.0260500853350501,0,-0.006471489263177109,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_extension,negative_low,3056,2023-08-25,True,8,-0.020609657335481896,0,-0.0071515427631231344,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_extension,negative_low,3066,2023-09-08,True,8,-0.030251730374509234,0,-0.005946283633244717,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_extension,negative_low,3071,2023-09-15,True,8,0.020355554333740117,0,-0.012272194221775886,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_offset,negative_low,3016,2023-06-30,True,8,-0.027753163160044753,1,-0.0062841190241659,0,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_offset,negative_low,3021,2023-07-07,True,8,0.03023053186881064,0,-0.013532080902772824,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_offset,negative_low,3026,2023-07-14,True,8,-0.029173062313487486,0,-0.006106631629985558,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_offset,negative_low,3031,2023-07-21,True,8,0.030241591732410034,0,-0.013533463385722748,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_offset,negative_low,3036,2023-07-28,True,8,-0.024912600267647494,0,-0.006639189385715557,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_offset,negative_low,3046,2023-08-11,True,8,-0.026133641049593426,0,-0.0064865592879723155,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_offset,negative_low,3056,2023-08-25,True,8,-0.020649935195962782,0,-0.007172022519676146,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_offset,negative_low,3066,2023-09-08,True,8,-0.0302293713684183,0,-0.005974592998119206,1,True,True,accepted,False,False,False
monthly,2023-09-30,learned_order_offset,negative_low,3071,2023-09-15,True,8,0.020353534400561618,0,-0.012297456219241696,1,True,True,accepted,False,False,False
monthly,2023-10-31,learned_market,negative_low,3026,2023-07-14,True,9,-0.02766117730853973,0,-0.0062891030777714445,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_market,negative_low,3031,2023-07-21,True,9,0.026646539987324136,0,-0.012323293888422985,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_market,negative_low,3036,2023-07-28,True,9,-0.02337341677800364,0,-0.006765520914497677,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_market,negative_low,3046,2023-08-11,True,9,-0.022907868148308308,0,-0.0068172485400193805,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_market,negative_low,3056,2023-08-25,True,9,-0.018255432784979486,0,-0.007334185802611472,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_market,negative_low,3066,2023-09-08,True,9,-0.02888425092398622,0,-0.006153206009388502,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_market,negative_low,3071,2023-09-15,True,9,0.01816525233141353,0,-0.011380928593321807,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_market,negative_low,3076,2023-09-22,True,9,-0.0206949998424433,0,-0.0070631227962266036,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_market,negative_low,3085,2023-10-13,True,9,-0.01710482963453945,0,-0.007462030597104809,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_market,negative_low,3090,2023-10-20,True,9,0.029807078093579742,0,-0.012674464789118052,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_vol_interaction,negative_low,3026,2023-07-14,True,9,-0.028641819068266128,0,-0.006378177791497098,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_vol_interaction,negative_low,3031,2023-07-21,True,9,0.026341969326904857,0,-0.012487487613182763,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_vol_interaction,negative_low,3036,2023-07-28,True,9,-0.02387674379957655,0,-0.006907630599129274,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_vol_interaction,negative_low,3046,2023-08-11,True,9,-0.02294427644756064,0,-0.007011238082686597,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_vol_interaction,negative_low,3056,2023-08-25,True,9,-0.018130539025595582,0,-0.00754609779623827,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_vol_interaction,negative_low,3066,2023-09-08,True,9,-0.029430984847176545,0,-0.0062904927049514964,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_vol_interaction,negative_low,3071,2023-09-15,True,9,0.018997930671972696,0,-0.0116714833181903,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_vol_interaction,negative_low,3076,2023-09-22,True,9,-0.020474152882831692,0,-0.007285696256545369,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_vol_interaction,negative_low,3085,2023-10-13,True,9,-0.018140894469585903,0,-0.007544947191350456,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_vol_interaction,negative_low,3090,2023-10-20,True,9,0.030254091349975476,0,-0.012922167837968387,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_extension,negative_low,3026,2023-07-14,True,9,-0.027841064284878037,0,-0.006529996116469989,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_extension,negative_low,3031,2023-07-21,True,9,0.02876857031373814,0,-0.01281995551631623,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_extension,negative_low,3036,2023-07-28,True,9,-0.02377475701127374,0,-0.0069818080357593555,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_extension,negative_low,3046,2023-08-11,True,9,-0.02488958667909874,0,-0.006857938072667689,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_extension,negative_low,3056,2023-08-25,True,9,-0.01971534369688277,0,-0.007432853959580574,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_extension,negative_low,3066,2023-09-08,True,9,-0.028873142803309215,0,-0.006415320725533191,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_extension,negative_low,3071,2023-09-15,True,9,0.019358072854091968,0,-0.011774344687466656,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_extension,negative_low,3076,2023-09-22,True,9,-0.021965100510467905,0,-0.007182880980293337,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_extension,negative_low,3085,2023-10-13,True,9,-0.018063040325586588,0,-0.007616443223057928,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_extension,negative_low,3090,2023-10-20,True,9,0.03038436281055895,0,-0.012999488015962988,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_offset,negative_low,3026,2023-07-14,True,9,-0.02789548174905654,0,-0.006571023652022234,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_offset,negative_low,3031,2023-07-21,True,9,0.028863456305481983,0,-0.012877572324748737,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_offset,negative_low,3036,2023-07-28,True,9,-0.023839072618645152,0,-0.007021735777623499,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_offset,negative_low,3046,2023-08-11,True,9,-0.02501404102915994,0,-0.006891183732010745,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_offset,negative_low,3056,2023-08-25,True,9,-0.01978996543255862,0,-0.007471636576077558,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_offset,negative_low,3066,2023-09-08,True,9,-0.028907712380564554,0,-0.006458553581854677,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_offset,negative_low,3071,2023-09-15,True,9,0.019397738529150138,0,-0.01182582590515631,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_offset,negative_low,3076,2023-09-22,True,9,-0.02208100810639127,0,-0.007217076278985042,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_offset,negative_low,3085,2023-10-13,True,9,-0.0181787399586789,0,-0.00765066162873086,0,True,True,accepted,False,False,False
monthly,2023-10-31,learned_order_offset,negative_low,3090,2023-10-20,True,9,0.03041013182316621,0,-0.013049425160046984,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3046,2023-08-11,True,10,-0.021124074904277312,0,-0.0075659311321122705,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3056,2023-08-25,True,10,-0.016894747997710235,0,-0.007988863822768979,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3066,2023-09-08,True,10,-0.026871460664141145,0,-0.006991192556125887,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3071,2023-09-15,True,10,0.01691670264066894,0,-0.011370008886606896,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3076,2023-09-22,True,10,-0.019194026664107022,0,-0.0077589359561293,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3085,2023-10-13,True,10,-0.01594391495145424,0,-0.008083947127394579,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3090,2023-10-20,True,10,0.02778003208198676,0,-0.012456341830738678,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3095,2023-10-27,True,10,0.015072604125948519,0,-0.011185599035134854,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3100,2023-11-03,True,10,-0.023516172994247964,0,-0.007326721323115205,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3105,2023-11-10,True,10,-0.016572024549342507,0,-0.00802113616760575,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_market,negative_low,3110,2023-11-17,True,10,-0.016436302348723814,0,-0.00803470838766762,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3046,2023-08-11,True,10,-0.02144289528588833,0,-0.007796090622282282,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3056,2023-08-25,True,10,-0.017010745033375296,0,-0.008239305647533585,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3066,2023-09-08,True,10,-0.02774967773089171,0,-0.007165412377781943,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3071,2023-09-15,True,10,0.017896395264615617,0,-0.011730019677332676,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3076,2023-09-22,True,10,-0.01924041044827532,0,-0.008016339106043583,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3085,2023-10-13,True,10,-0.017086643574083016,0,-0.008231715793462813,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3090,2023-10-20,True,10,0.02854125222353865,0,-0.01279450537322498,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3095,2023-10-27,True,10,0.015025648644076323,0,-0.011442945015278747,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3100,2023-11-03,True,10,-0.024258693823163535,0,-0.007514510768554761,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3105,2023-11-10,True,10,-0.017073835145473282,0,-0.008232996636323786,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_vol_interaction,negative_low,3110,2023-11-17,True,10,-0.017004196599791244,0,-0.00823996049089199,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3046,2023-08-11,True,10,-0.02293470207775672,0,-0.008098046151054188,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3056,2023-08-25,True,10,-0.018219661600832965,0,-0.008569550198746563,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3066,2023-09-08,True,10,-0.02673455853535217,0,-0.007718060505294643,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3071,2023-09-15,True,10,0.017874774733264542,0,-0.012178993832156313,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3076,2023-09-22,True,10,-0.02031206556673265,0,-0.008360309802156594,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3085,2023-10-13,True,10,-0.016718557010051968,0,-0.008719660657824663,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3090,2023-10-20,True,10,0.028105502305388885,0,-0.01320206658936875,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3095,2023-10-27,True,10,0.016708628841971968,0,-0.012062379243027057,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3100,2023-11-03,True,10,-0.0251229803268187,0,-0.00787921832614799,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3105,2023-11-10,True,10,-0.01792516279316589,0,-0.00859900007951327,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_extension,negative_low,3110,2023-11-17,True,10,-0.018636381558212928,0,-0.008527878203008567,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3046,2023-08-11,True,10,-0.023080646168162966,0,-0.008175878689664422,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3056,2023-08-25,True,10,-0.018311614932114945,0,-0.008652781813269225,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3066,2023-09-08,True,10,-0.026800626102915115,0,-0.007803880696189207,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3071,2023-09-15,True,10,0.01793720682031394,0,-0.012277663988512112,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3076,2023-09-22,True,10,-0.020446028773679265,0,-0.008439340429112792,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3085,2023-10-13,True,10,-0.016847443943287868,0,-0.008799198912151932,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3090,2023-10-20,True,10,0.028166104254319313,0,-0.013300553731912652,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3095,2023-10-27,True,10,0.01689607813624408,0,-0.012173551120105127,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3100,2023-11-03,True,10,-0.025336274092720545,0,-0.007950315897208664,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3105,2023-11-10,True,10,-0.01808062359466381,0,-0.008675880947014337,0,True,True,accepted,False,False,False
monthly,2023-11-30,learned_order_offset,negative_low,3110,2023-11-17,True,10,-0.018935564668140004,0,-0.008590386839666718,0,True,True,accepted,False,False,False
monthly,2024-03-31,learned_market,negative_low,3125,2023-12-08,True,6,-0.03491289112571577,1,0.003957190836733515,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_market,negative_low,3130,2023-12-15,True,6,0.040655637918382614,0,-0.00863756400394955,1,True,True,accepted,False,False,False
monthly,2024-03-31,learned_market,negative_low,3135,2023-12-22,True,6,0.04359652882858811,0,-0.0091277124889838,1,True,True,accepted,False,False,False
monthly,2024-03-31,learned_market,negative_low,3140,2023-12-29,True,6,-0.031371032299945534,0,0.0033668810324384755,1,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_market,negative_low,3144,2024-01-05,True,6,-0.03245638651565219,0,0.003547773401722918,1,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_market,negative_low,3149,2024-01-12,True,6,-0.035043946433965856,0,0.003979033388108529,1,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_market,negative_low,3154,2024-01-19,True,6,0.03836234352299395,0,-0.008255348271384771,1,True,True,accepted,False,False,False
monthly,2024-03-31,learned_vol_interaction,negative_low,3125,2023-12-08,True,6,-0.03680365582167572,0,0.0038744059506690687,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_vol_interaction,negative_low,3130,2023-12-15,True,6,0.040478179819456506,0,-0.009005899989519636,0,True,True,accepted,False,False,False
monthly,2024-03-31,learned_vol_interaction,negative_low,3135,2023-12-22,True,6,0.04376500630907271,0,-0.009553704404455668,0,True,True,accepted,False,False,False
monthly,2024-03-31,learned_vol_interaction,negative_low,3140,2023-12-29,True,6,-0.03185786906900098,0,0.003050108158556613,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_vol_interaction,negative_low,3144,2024-01-05,True,6,-0.03277449362225651,0,0.003202878917432534,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_vol_interaction,negative_low,3149,2024-01-12,True,6,-0.03571558857912854,0,0.0036930614102445394,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_vol_interaction,negative_low,3154,2024-01-19,True,6,0.03935120084587124,0,-0.008818070160588757,0,True,True,accepted,False,False,False
monthly,2024-03-31,learned_order_extension,negative_low,3125,2023-12-08,True,6,-0.037386122737580074,0,0.0029497547294738227,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_order_extension,negative_low,3130,2023-12-15,True,6,0.04043377617323374,0,-0.010020228422328479,0,True,True,accepted,False,False,False
monthly,2024-03-31,learned_order_extension,negative_low,3135,2023-12-22,True,6,0.04408691682351945,0,-0.010629085197376098,0,True,True,accepted,False,False,False
monthly,2024-03-31,learned_order_extension,negative_low,3140,2023-12-29,True,6,-0.03439526956860947,0,0.002451279201312056,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_order_extension,negative_low,3144,2024-01-05,True,6,-0.0353614644967703,0,0.0026123116893388607,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_order_extension,negative_low,3149,2024-01-12,True,6,-0.03603363549933494,0,0.0027243401897663008,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_order_extension,negative_low,3154,2024-01-19,True,6,0.03896820494480446,0,-0.0097759665509236,0,True,True,accepted,False,False,False
monthly,2024-03-31,learned_order_offset,negative_low,3125,2023-12-08,True,6,-0.03770267296301788,0,0.002910474949338863,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_order_offset,negative_low,3130,2023-12-15,True,6,0.040514211657610766,0,-0.010125672487432577,0,True,True,accepted,False,False,False
monthly,2024-03-31,learned_order_offset,negative_low,3135,2023-12-22,True,6,0.04422685723719527,0,-0.010744446750696662,0,True,True,accepted,False,False,False
monthly,2024-03-31,learned_order_offset,negative_low,3140,2023-12-29,True,6,-0.034702656084336814,0,0.002410472136225352,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_order_offset,negative_low,3144,2024-01-05,True,6,-0.035550219652161485,0,0.002551732730862797,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_order_offset,negative_low,3149,2024-01-12,True,6,-0.036164549620690656,0,0.0026541210589509923,0,False,False,brier_not_better,True,True,False
monthly,2024-03-31,learned_order_offset,negative_low,3154,2024-01-19,True,6,0.039139206158416096,0,-0.009896504904233466,0,True,True,accepted,False,False,False
monthly,2024-04-30,learned_market,nonnegative_low,3188,2024-03-15,False,4,-0.0011930416091550655,0,0.0005109824260594586,0,False,False,insufficient_validation,False,False,True
monthly,2024-04-30,learned_market,nonnegative_low,3193,2024-03-22,False,4,0.0010112236744328762,0,-4.008389483752678e-05,0,True,False,insufficient_validation,True,False,True
monthly,2024-04-30,learned_market,nonnegative_low,3198,2024-03-29,False,4,-0.0009819139563849444,0,0.00045820051286692837,0,False,False,insufficient_validation,False,False,True
monthly,2024-04-30,learned_market,nonnegative_low,3206,2024-04-12,False,4,0.001159078866408425,0,-7.7047692831414e-05,0,True,False,insufficient_validation,True,False,True
monthly,2024-04-30,learned_market,nonnegative_low,3211,2024-04-19,False,4,0.0008555411197814777,0,-1.163256174677163e-06,0,True,False,insufficient_validation,True,False,True
monthly,2024-04-30,learned_vol_interaction,nonnegative_low,3188,2024-03-15,False,4,-0.0007798008161328807,0,0.0003267179324341202,0,False,False,insufficient_validation,False,False,True
monthly,2024-04-30,learned_vol_interaction,nonnegative_low,3193,2024-03-22,False,4,0.0006592010068023346,0,-3.303252329968365e-05,0,True,False,insufficient_validation,True,False,True
monthly,2024-04-30,learned_vol_interaction,nonnegative_low,3198,2024-03-29,False,4,-0.0006526321050450978,0,0.00029492575466217447,0,False,False,insufficient_validation,False,False,True
